day,month,year,dayname,season,stadium,city,state,attendance,capacity,game_id,summary
21,February,2016,Sunday,2015,Amway Center,Orlando,Florida,17200,18800,1833,"On Sunday, the Indiana Pacers emerged victorious over the Orlando Magic with a close score of 105-102, improving their record to 30-25, while the Magic fell to 24-30. The game was tight and competitive, marred by various mistakes from both sides, although the Pacers were somewhat more culpable, accumulating 21 turnovers—12 of which originated from their starting lineup. Despite these errors, the Pacers showcased a well-rounded offensive effort with four starters scoring in double figures, alongside two bench players contributing significantly. They shot an impressive 50 percent from the field, highlighting their offensive effectiveness. In a crucial moment near the end, Indiana's defense stifled Victor Oladipo’s three-point attempt, preventing a score that could have given the Magic the lead. Rookie Myles Turner grabbed a pivotal defensive rebound and sealed the game by sinking two free throws. Monta Ellis topped the Pacers' scoring chart with 21 points, complemented by four rebounds, three assists, two steals, and a block. Paul George closely followed with 20 points, along with six assists and four rebounds. Ian Mahinmi continued his strong performance in the post, contributing 14 points and nine rebounds, while Myles Turner added 12 points and eight rebounds, showcasing remarkable defensive prowess with three blocks. C.J. Miles led the bench scoring with 14 points, and Jordan Hill added a double contribution of 13 points and 10 rebounds. The Pacers currently hold second place in the Central Division of the Eastern Conference, standing as the fifth seed overall. Their next challenge lies against the Miami Heat in South Florida on Monday night.

On the other hand, the Magic, who remain at the bottom of the Southeast Division in the Eastern Conference, saw Evan Fournier lead their offensive efforts with 23 points, complemented by two assists, a rebound, and a steal. Nikola Vucevic impressed with a double-double, tallying 19 points and 13 rebounds. Victor Oladipo put forth a solid performance as well, contributing 17 points, eight assists, and seven rebounds along with three steals and two blocks. Aaron Gordon also made an impact with 10 points and 11 rebounds, while newcomer Brandon Jennings provided a strong showing off the bench with 12 points, seven assists, four rebounds, and two steals. The Magic will look to bounce back when they take on the Philadelphia 76ers next Tuesday, currently sitting four games behind the Chicago Bulls, who occupy the eighth seed."
11,April,2016,Monday,2015,Talking Stick Resort Arena,Phoenix,Arizona,17300,18100,2254,"On Monday, the Sacramento Kings (33-48) achieved a 105-101 victory over the Phoenix Suns (22-59) at Talking Stick Arena. As the season nears its conclusion, with only a few games left across the league, the Kings managed to secure a road win despite missing key players DeMarcus Cousins and Rajon Rondo. Cousins has been ruled out for the remainder of the season, while Rondo was rested, making it doubtful he will participate in the final game. 

Sacramento initially took control of the game, establishing a lead before halftime; however, their struggle with free-throw shooting in the final moments and a mere 18-point performance in the fourth quarter allowed the Suns to narrow the gap. The Suns were also lacking depth, as Tyson Chandler (concussion) missed the game alongside Brandon Knight and Archie Goodwin (ankle injury). 

Seth Curry had a standout performance, showcasing skills reminiscent of his brother, culminating in 20 points, 15 assists, and three rebounds, leading the Kings in scoring. Ben McLemore supported Curry from the backcourt with 14 points and seven rebounds, while Rudy Gay added some electrifying dunks during his 15 points, six rebounds, and two steals contribution. Quincy Acy stepped up as well, sinking crucial free throws in the closing seconds to secure the win and contributing nine points off the bench.

On the Suns' side, most of the starting players finished with double-digit points, including three who garnered 10 rebounds or more, yet Mirza Teletovic was the standout performer with 26 points in 34 minutes off the bench, shooting an impressive 10 of 20. The undrafted forward has been a bright star for the Suns during an otherwise lackluster season, averaging 22 points over his last five games at 47 percent shooting. Alex Len, Jon Leuer, and P.J. Tucker also posted double-doubles in points and rebounds, contributing to Phoenix’s domination on the boards (51-40). However, their struggle to convert shots at only a 41 percent rate kept them from competing effectively. 

Both teams are set to conclude their seasons on Wednesday, with the Kings visiting the Houston Rockets (40-41) for a must-win game for James Harden's squad, while the Suns will host the Los Angeles Clippers (52-28), who are playoff-bound."
21,November,2016,Monday,2016,Staples Center,Los Angeles,California,19100,19000,2674,"The evening matchup at Staples Center on Monday showcased a high-scoring affair between the Los Angeles Clippers and the Toronto Raptors. Both squads demonstrated impressive shooting accuracy, hitting at least 50% of their shots from the floor and 40% from beyond the arc. Leading the charge for the Clippers were Blake Griffin and Chris Paul, each contributing 26 points. Paul not only excelled in scoring but also facilitated the game with 12 assists, while Griffin added six rebounds and seven assists to his tally. J.J. Redick further strengthened the offense with another solid performance, netting 20 points, including a perfect 9-of-9 from the charity stripe. DeAndre Jordan also made his mark, hitting nine free throws out of 14 attempts, and contributing 17 points with 15 boards.

On the Raptors' side, All-Star guard DeMar DeRozan, the league’s top scorer, put up 25 points, and his teammate, Kyle Lowry, added 27. Both guards were efficient in their play, each recording seven assists and a combined total of just four turnovers. The Clippers triumphed over the Raptors with a score of 123-115, maintaining their position as the top team in the NBA with a 13-2 record. Los Angeles has only faced two losses in their last fifteen games, both by narrow margins of two and four points. 

The team’s performance on Monday was characterized by a strong showing from the starting five, with three players scoring 20 or more points and every starter registering at least 10 points. When the Raptors attempted a 'hack-a-Jordan' strategy in the third quarter, DeAndre rose to the challenge by sinking 5-of-6 free throws during a crucial stretch that saw the Clippers’ lead swell to as much as 17 points. Despite Toronto's efforts to rally back, the Clippers managed to sustain their considerable advantage throughout the game.

With this latest loss, Toronto has now dropped four out of its last five games, causing them to slip in the Eastern Conference standings, where they find themselves tied with Boston for the Atlantic Division lead. The Raptors faced disappointment just a day prior, following a contentious overturned buzzer-beater against Sacramento. However, Monday's conclusion lacked drama as Toronto struggled to chip away at the Clippers’ lead. As the two teams move forward, the Clippers will head to Dallas on Wednesday, while the Raptors are set to visit Houston."
10,February,2016,Wednesday,2015,Wells Fargo Center,Philadelphia,Pennsylvania,12500,20500,1256,"On Wednesday, at the Wells Fargo Center, the Sacramento Kings (22-31) secured a victory against the Philadelphia 76ers (8-45), finishing with a score of 114-110. Despite the 76ers controlling most of the game and building a 16-point advantage early in the third quarter, the Kings stayed competitive, allowing their starters to make a significant push in the closing moments of the fourth quarter. With a six-point deficit and just 3:44 left on the clock, Rajon Rondo's layup ignited an 11-2 run, propelling the Kings into the lead, which they maintained until the final buzzer. 

Leading the Kings was DeMarcus Cousins, who scored 28 points (8-18 FG, 12-17 FT) and recorded 12 rebounds, marking his third double-double in the last five games. Darren Collison had a standout performance off the bench, contributing 25 points (9-12 FG, 2-2 3PT, 5-6 FT) while committing only one turnover in 32 minutes. Rudy Gay added 22 points to the Kings' score, and Rajon Rondo not only scored 14 points but also dished out a game-high 15 assists. It is noteworthy that the Kings struggled from beyond the arc, hitting only 4 of their 16 attempts (25 percent).

On the other side, Robert Covington shone for the 76ers, sinking seven of his 11 three-point shots, resulting in a game-high 29 points. Jahlil Okafor also had a strong performance with 26 points while shooting 11-18 FG, along with 10 rebounds, five assists, and two blocks. Nik Stauskas contributed 16 points, hitting 4 of 5 from three-point range. However, the 76ers' 19 turnovers proved costly, leading to 26 points for the Kings off those mistakes, overshadowing their impressive shooting stats of 15-34 (44 percent) from three. The Kings will return home next Friday to face the Nuggets, while the 76ers are set to travel to meet the Pelicans on the same day."
9,December,2016,Friday,2016,Spectrum Center,Charlotte,North Carolina,15700,19100,2843,"The Charlotte Hornets triumphed over the Orlando Magic with a score of 109 to 88 at Spectrum Center on Friday. Despite the Magic (10-14) showcasing a solid defensive performance throughout the season, their offensive struggles have frequently hindered their efforts. This was evident in their latest matchup, where Orlando struggled to achieve shooting percentages of just 37 percent from the field and 27 percent from beyond the arc. On the other hand, Charlotte's Kemba Walker and Nicolas Batum formed an effective backcourt partnership, collectively scoring 31 points on 13-of-24 shooting, contributing to the Hornets' 48 percent shooting overall. A standout moment came in the third quarter when Charlotte poured in 39 points to widen the gap. For Orlando, Evan Fournier led with a modest 14 points alongside two rebounds. Following him were Serge Ibaka with 12 points, seven rebounds, three assists, and one block. Both Aaron Gordon and Bismack Biyombo contributed with nine points apiece, while D.J. Augustin had eight points, two rebounds, an assist, and two steals in 19 minutes of play, despite starting. On the Hornets' side, Nicolas Batum and Michael Kidd-Gilchrist both scored 16 points, with Batum adding nine rebounds and seven assists and Kidd-Gilchrist grabbing seven boards along with one assist. Kemba Walker wasn’t far behind with 15 points, five assists, and one steal. Cody Zeller chipped in nine points, alongside seven rebounds, an assist, and a steal, while the bench saw Jeremy Lamb and Ramon Sessions each scoring 12 points. After this game, the Magic are set to return home for a showdown with the Denver Nuggets on Saturday night, while the Hornets are headed to Cleveland to take on the Cavaliers. Overall, Orlando faced significant challenges in scoring efficiency with 37 percent from the field and 27 percent from three-point range, while the Hornets capitalized on their shooting success, particularly with contributions from their key players."
30,December,2016,Friday,2016,Philips Arena,Atlanta,Georgia,19000,18100,2763,"The Pistons had all five of their starters score in double figures, but the contributions from their bench were minimal, with only three players entering the game and collectively scoring 15 points. Jon Leuer stood out for Detroit, leading the team with 22 points on 9-of-16 shooting and added six rebounds, two steals, and one assist in 37 minutes of action. Reggie Jackson, despite a rough shooting night with 7-of-17 from the field, managed to score 20 points and provided eight assists, along with four rebounds and one steal in 32 minutes.

On the other side, the Hawks also had five players reach double digits, with Kyle Korver stepping up to score 22 points on 7-of-13 shooting during his 29 minutes off the bench. Paul Millsap was the standout for Atlanta, recording an impressive 26 points, six rebounds, five assists, and two steals in 37 minutes. The Atlanta Hawks successfully held off the Pistons for a 105-98 victory at Phillips Arena on Friday night. After trailing by ten points at halftime, the Pistons fought back to narrow it to a four-point deficit with just four minutes remaining, but the Hawks executed effectively down the stretch to secure their second consecutive win.

Dominating the paint, Atlanta outscored Detroit 46-32 in that area, with Millsap leading the charge while Dwight Howard added 10 points and 15 rebounds. Kyle Korver made significant contributions off the bench, while Dennis Schroder sealed the game with crucial free throws, finishing with 17 points and seven assists. With this victory, the Hawks improved to 9-7 at home and aim to continue their winning streak as they prepare to host the Spurs on Sunday. Despite solid performances from each starter, the Pistons couldn’t overcome their second straight loss, dropping to 6-12 on the road this season. They will look to bounce back in their upcoming game against Miami on Sunday."
10,April,2016,Sunday,2015,Toyota Center,Houston,Texas,18400,18100,2172,"The Houston Rockets (39-41) triumphed over the Los Angeles Lakers (16-64) on Sunday afternoon at the Toyota Center, winning decisively with a score of 130-110. Houston demonstrated remarkable shooting prowess, sinking 17 of 41 three-point attempts, achieving a 42 percent success rate, and boasting an impressive 60 effective field goal percentage, largely due to the Lakers’ lackluster defensive efforts. A total of four Rockets players made at least three three-pointers, showcasing their inability to defend the perimeter. James Harden led the charge with an outstanding performance, scoring 40 points (14-31 FG, 6-14 3PT, 6-8 FT), while also contributing 13 assists, four rebounds, and four steals. Both Trevor Ariza (8-14 FG, 3-7 3PT) and Patrick Beverley (7-11 FG, 3-6 3PT) chipped in with 19 points each, and Jason Terry provided 11 points off the bench, including three three-pointers in just 20 minutes of play. The Rockets executed their offense with precision, assisting on 30 of their 50 successful shots and limiting themselves to only 13 turnovers. 

For the Lakers, Kobe Bryant displayed moments of his former brilliance, scoring 35 points (10-22 FG, 4-11 3PT, 11-11 FT), marking his second-highest point total of the season as he nears the end of his career with just two games remaining. Jordan Clarkson contributed with 21 points (9-17 FG, 3-8 3PT), but after him, Julius Randle was the next highest scorer for Los Angeles with a mere 11 points. While the Lakers performed reasonably well, shooting 49 percent from the field and 43 percent from beyond the arc (12-28), their 18 turnovers and the 16 offensive rebounds allowed to Houston significantly hindered their competitiveness. The Rockets are set to face the Minnesota Timberwolves next on Monday, while the Lakers will be heading to Oklahoma City to take on the Thunder."
2,December,2016,Friday,2016,Wells Fargo Center,Philadelphia,Pennsylvania,13700,20500,2473,"On Friday night at the Wells Fargo Center, the Orlando Magic triumphed over the Philadelphia 76ers with a score of 105 to 88. Aaron Gordon, who has faced difficulties throughout the season, even finding himself benched at times, shone brightly in this match, scoring a season-best 20 points. This performance could signal a pivotal moment for the third-year forward, contributing significantly to Orlando's (8-12) fourth victory on the road. Gordon's contributions were not limited to scoring; he also grabbed two rebounds and recorded a block. The Magic experienced one of their more impressive shooting performances of the season, achieving a 47 percent success rate from the field and 50 percent from beyond the arc. Both Evan Fournier and Serge Ibaka added 16 points each, with Fournier also securing four rebounds, three assists, and two steals, while Ibaka complemented his scoring with four rebounds, an assist, a steal, and a block. D.J. Augustin started again at the point, contributing nine points, four assists, and three rebounds in his 22 minutes of play. Meanwhile, Bismack Biyombo managed to score four points but made a substantial impact by pulling down 13 rebounds. From the bench, Jeff Green and Nicola Vucevic shone through, scoring 16 and 12 points, respectively, with Vucevic also contributing 11 boards, five assists, a steal, and a block. For the 76ers (4-15), Joel Embiid was the star, celebrating the lifting of his minutes restriction with a solid 25-point, 10-rebound double-double, along with four assists. However, the rest of the starting lineup struggled, as Gerald Henderson and Robert Covington only managed nine points each, while Sergio Rodriguez and Ersan Ilyasova added 15 points collectively. Jahlil Okafor led the reserves, boasting a double-double of 16 points and 13 rebounds, along with two blocks. Looking ahead, the Magic will continue their road trip with a matchup against the Pistons in Detroit on Sunday, while the Sixers are set to host the Boston Celtics at home on Saturday night. In summary, Gordon's 20 points marked a high point for his season, supported by strong shooting statistics and contributions from his teammates, whereas Embiid's performance stood out for Philadelphia amid a generally disappointing outing from the starting unit."
2,January,2016,Saturday,2015,Sleep Train Arena,Sacramento,California,17300,17300,1699,"On Saturday, the Sacramento Kings (13-20) triumphed over the Phoenix Suns (12-24) with a score of 142-119. In a matchup of some of the less successful teams in the Western Conference, the game nearly overloaded the scoreboard at Sleep Train Arena in Sacramento. The Kings achieved the season’s highest total for a non-overtime game, while the combined score of 261 points marked a new benchmark for games resolved within regulation time. From the very first whistle, Sacramento surged ahead, outscoring the Suns 31-18 in the opening quarter. 

Despite this, Phoenix fought back valiantly during the second quarter and the early part of the third, even managing to carve out a four-point lead about six minutes post-halftime. However, the Kings quickly took control again, executing a staggering 36-16 run over the following seven minutes, resulting in a 16-point advantage at the end of the third quarter, which eventually ballooned to 23 points by the final buzzer. The Kings delivered an impressive offensive display, shooting an astonishing 61 percent from the field and dominating the paint, outscoring the Suns in that area 60-32. 

For the Suns, who scored impressively themselves amidst a challenging season filled with injuries and internal issues, Brandon Knight led with 23 points, contributing five rebounds, five assists, and a steal. Rookie Devin Booker set a personal record with 21 points, along with three assists, a rebound, and four steals, providing a glimmer of hope for fans amid the turmoil. T.J. Warren, another promising player for Phoenix, followed his previous strong outing against the Thunder by scoring 19 points, grabbing five rebounds, and assisting four times. 

The Suns had three bench players who scored in double figures, with Mirza Teletovic leading that group with 13 points; Jon Leuer added 11 and Ronnie Price chipped in 10 points. Leuer is expected to reclaim his starting role at power forward as soon as Sunday after logging 17 minutes in this game. Following this loss, Phoenix drops to 12-24 and sits fourth in the Pacific Division of the Western Conference, set to take on the Lakers in Los Angeles on Sunday.

On the other side, the Kings showcased a wealth of offensive talent, highlighted by DeMarcus Cousins, who netted 32 points with an excellent shooting performance, going 11-for-15. He complemented his scoring with nine rebounds, an assist, and two steals. Off the bench, Darren Collison was a strong contributor as well, scoring 21 points along with six assists and two rebounds in just 29 minutes of play. Rudy Gay and Omri Casspi added 16 and 13 points, respectively, while Rajon Rondo delivered a vintage performance, tallying 15 points, 15 assists, six rebounds, and a steal. Marco Belinelli also made his mark off the bench, scoring 19 points, along with two rebounds and a steal in only 21 minutes. The Kings improved their record to 13-20 and remain firmly planted in third place in the Pacific Division, preparing for an upcoming match against the Thunder in Oklahoma City on Monday night."
8,December,2016,Thursday,2016,Verizon Center,Washington,Washington,12600,20400,3661,"Both teams have faced significant challenges throughout this season, as evidenced by their staggering total of 48 turnovers. The Denver Nuggets emerged as the less competent squad, setting a record for the NBA season with a staggering 29 turnovers. Their shooting performance was equally dismal, hitting only 41% from the field, 67% from the charity stripe, and a mere 22% from beyond the arc. The standout player of the night was Bradley Beal, who scored 26 points while adding three rebounds and five assists to his stats. John Wall struggled with his shooting at 5-of-14 but still managed to contribute 15 points, seven rebounds, five assists, and three steals. Markieff Morris matched Wall's scoring with 15 points, and all five starters played over 33 minutes in a game that showcased both teams' struggles.

The Washington Wizards triumphed over the Denver Nuggets with a score of 92-85 at Verizon Center. This matchup, featuring two underperforming squads, was marred by sloppy play, culminating in 48 total turnovers, with the Nuggets alone contributing an NBA-high 29. Despite a strong start, where Denver held an 11-point lead after the first quarter, they faltered, allowing Washington to prevail in the subsequent quarters by a margin of at least five points each. Defensive prowess played a significant role for the Wizards as they constrained the Nuggets to a shooting percentage of 41% and forced numerous turnovers. 

The Nuggets’ shooting woes were evident, as they managed only 67% from the free-throw line and 22% from three-point territory. There were only a couple of ties and six lead changes throughout the game. The Nuggets (8-15) fielded a team missing Emmanuel Mudiay and Kenneth Faried, resulting in an offense that struggled to find its rhythm, with Nikola Jokic being the lone offensive highlight as he produced 17 points and 11 rebounds off the bench. Danilo Gallinari followed with 13 points and four rebounds but shot just 3-of-11. Jameer Nelson, filling in for Mudiay, added 10 points along with four rebounds and eight assists, while Wilson Chandler experienced a disappointing game, making only 2-of-16 shots for five points and eight boards. Looking ahead, the Nuggets aim to improve their performance in their upcoming game against the Orlando Magic on Saturday.

Meanwhile, the Washington Wizards (8-13) have relied heavily on their starting lineup throughout the season, with all five starters logging at least 33 minutes in this narrow victory. Bradley Beal was the leading scorer for the Wizards, contributing 26 points, complemented by three rebounds and five assists. John Wall, despite his inefficient shooting, managed to record 15 points, seven rebounds, five assists, and three steals, while Markieff Morris also added 15 points along with three rebounds and four assists. The Wizards are set to host the Milwaukee Bucks for their next game on Saturday."
2,January,2016,Saturday,2015,Target Center,Minneapolis,Minnesota,14100,19000,2314,"On Saturday, the Milwaukee Bucks (14-21) secured a victory on the road against the Minnesota Timberwolves (12-22), finishing the game with a score of 95-85. This win comes after a challenging start to the season for Milwaukee, which had hoped to build on its playoff appearance in the 2014-15 season. Currently positioned 13th in the Eastern Conference, the Bucks, who were last year's sixth seed, managed to string together their second consecutive win following a victory against division rival Indiana earlier in the week. Notably, six Bucks players reached double figures in scoring, with center Greg Monroe topping the list with 19 points. Young small forward Giannis ""The Greek Freak"" Antetokounmpo contributed significantly with 11 points and nine rebounds, showcasing solid defensive skills as well. Although the team struggled offensively with a shooting percentage of just 42% from the field, they excelled from three-point range, hitting 8 of 16 shots. 

On the other hand, the Timberwolves faced a tough outing, particularly from rookie star Karl-Anthony Towns, who had an off night, going 4 of 17 from the field despite gathering 10 rebounds and making an impact defensively with one steal and three blocks. Meanwhile, Andrew Wiggins, the reigning Rookie of the Year, led Minnesota's scoring with 19 points and added three steals to his strong defensive performance. The Bucks will look to extend their winning streak against the formidable Spurs next, while the Timberwolves aim to bounce back as they get ready to confront the struggling 76ers, who currently hold the worst record in the league."
20,March,2016,Sunday,2015,BMO Harris Bradley Center,Milwaukee,Wisconsin,14100,18700,1306,"On Sunday, the Utah Jazz (34-36) emerged victorious against the Milwaukee Bucks (30-40) at the BMO Harris Bradley Center, winning by a score of 94-85. The first half was closely contested, with Utah narrowly leading 43-42, but they surged ahead with a 26-8 run to finish the quarter and enter the final period with a commanding 14-point advantage. During the fourth quarter, Milwaukee struggled offensively, going nearly seven minutes without a field goal, which hindered their momentum. The Jazz maintained their lead throughout the final stretch, effortlessly securing the win. Gordon Hayward was the standout player for Utah, contributing 18 points and hitting three three-pointers. Additionally, Rudy Gobert and Shelvin Mack both recorded double-doubles, with Gobert scoring 12 points (4-7 FG, 4-4 FT) and grabbing 14 rebounds (six of which were offensive), while Mack tallied 13 points (5-11 FG) along with 12 assists. Trey Lyles also made an impact off the bench, putting up 14 points in just 22 minutes, alongside four rebounds and four assists. The Jazz were active from beyond the arc, successfully converting 13 out of 37 three-point attempts for a 35 percent success rate. For the Bucks, Jabari Parker led all scorers with 19 points (8-14 FG) and added eight rebounds along with two assists. Other contributors for Milwaukee included Khris Middleton with 13 points and Giannis Antetokounmpo, who scored 12 points while contributing seven assists, four rebounds, two steals, and two blocks. Although the Bucks shot well overall at 34-65 (52 percent) from the field, their struggles on the offensive boards (only two) and a lack of three-point shooting (only three successful attempts) ultimately fell short against the Jazz's prolific shooting. Looking ahead, the Jazz will continue their road trip against Houston on Wednesday, while the Bucks are set to face the Pistons in Detroit on Monday."
11,November,2016,Friday,2016,Moda Center,Portland,Oregon,19900,19400,3572,"On Friday night, the Portland Trail Blazers triumphed over the Sacramento Kings with a close score of 122-120, clinching the victory in overtime. The standout performance from Portland's dynamic backcourt, comprised of Damian Lillard and C.J. McCollum, was crucial for their success, with both players exceeding 30 points. Lillard led the charge with 36 points and a team-high seven assists, while McCollum contributed 31 points along with four steals. The Blazers excelled with their three-point shooting, sinking 13 from beyond the arc, in contrast to the Kings' six successful attempts. 

Sacramento’s starting guards, Ty Lawson and Aaron Afflalo, struggled significantly, only managing to score a combined total of 15 points. Portland’s Allen Crabbe, who recently signed a max contract, made a significant impact off the bench, adding 16 points, seven rebounds, and four assists to the team's effort. The contest remained tightly contested throughout, with Portland finally securing a lead in the dying moments of overtime.

For Sacramento, which now holds a record of 4-7, DeMarcus Cousins continued to showcase his skills, dominating the Portland frontcourt with a team-leading 33 points. Rudy Gay also made a substantial contribution, registering 29 points along with 14 rebounds. Despite struggling with perimeter shooting and overall field goal efficiency, Sacramento managed to out-rebound the Blazers 48-36. Ultimately, it was the Blazers' guards' exceptional performance in overtime that sealed the win for Portland.

Looking ahead, the Blazers are set to host the Denver Nuggets on Sunday, while the Kings will take advantage of a lengthy three-day break. The emergence of Portland’s backcourt has been impressive this season, as showcased by McCollum and Lillard's compelling performances. McCollum scored 31 points, while Lillard shot an impressive 12-for-19 from the field; he and McCollum combined for seven of Portland's 13 three-pointers and shot over 50 percent collectively. In contrast, Sacramento's backcourt efforts were limited, but the frontcourt's strong showing from Cousins and Gay kept them competitive in the game. Cousins also notched nine rebounds and two blocked shots during the match."
17,March,2016,Thursday,2015,United Center,Chicago,Illinois,21500,20900,1346,"On Thursday night, the Chicago Bulls (34-33) secured a victory against the visiting Brooklyn Nets (19-49), winning 118-102 at the United Center. Chicago had a strong beginning, ending the first half ahead 55-37. However, Brooklyn surged in the third quarter, matching their first-half total and narrowing the gap to just five points as the teams entered the final quarter. Yet, Doug McDermott and the Bulls responded decisively in the fourth, outscoring the Nets 39-28. In that quarter alone, McDermott scored 10 of his total 25 points, achieving over 20 points for the third consecutive game. This victory was crucial for the Bulls as they contend with the Pistons and Wizards for the eighth playoff spot in the Eastern Conference. Chicago has enjoyed success recently at home, winning seven of their last nine matches, while the Nets are on a rough stretch with four consecutive losses on the road.

With Pau Gasol sidelined due to a knee injury, the Bulls' bench made a significant impact, contributing a remarkable 60 points. McDermott led the bench brigade with 25 points (8-16 FG, 5-8 3Pt, 4-4 FT), in addition to three rebounds and one assist, during 28 minutes of play. Jimmy Butler also had a noteworthy game, scoring 22 points (7-12 FG, 0-1 3Pt, 8-8 FT), along with seven assists, three rebounds, and one steal in 32 minutes. Bobby Portis recorded a double-double, contributing 12 points and grabbing 14 rebounds in 28 minutes off the bench. The Bulls shot an efficient 49% from the field, 46% from beyond the arc, and were perfect at the free-throw line, hitting all 15 attempts.

On the other side, Bojan Bogdanovic, following a career-high 44-point game previously, led the Nets with 26 points (10-17 FG, 2-5 3Pt, 4-4 FT), along with five assists, three rebounds, and one steal in 29 minutes of play. Thaddeus Young added a double-double for Brooklyn with 16 points and 14 rebounds, alongside two steals, two blocks, and one assist in 31 minutes. The Nets had difficulties with their three-point shooting, managing only 6-21, although they shot a respectable 47% overall from the field. Looking ahead, the Nets will travel to Detroit for a match against the Pistons on Saturday, while the Bulls aim to maintain their playoff aspirations when they host the Jazz on Saturday, marking the second game of a four-game stretch at home."
4,January,2016,Monday,2015,American Airlines Arena,Miami,Florida,19900,19600,1580,"In a thrilling encounter, the Miami Heat (21-13) triumphed over the Indiana Pacers (19-15) 103-100 after overtime on Monday night in Miami. Prior to this matchup, the Pacers had a 2-1 advantage in their season series against the Heat and appeared poised to secure their third victory as they held an 18-point lead with just five minutes remaining in the third quarter. Yet, the Heat mounted an impressive comeback, seizing their first lead approximately three and a half minutes into the fourth quarter.

The final moments were nothing short of dramatic; with just two seconds left and Miami trailing by two, Dwyane Wade executed a stunning layup to tie the game just as the buzzer sounded. The Heat went on to excel in the overtime period, finishing the contest strong. Wade concluded the night with 27 points (9 of 22 shooting, 9 of 10 from the free-throw line), eight rebounds, and three assists over 37 minutes of play. Meanwhile, Chris Bosh delivered a standout performance, netting 31 points (8 of 20 shooting, 2 of 6 from three-point range, 13 of 16 from the line) along with 11 rebounds in 41 minutes. Goran Dragic contributed with 13 points, five rebounds, and four assists also in 38 minutes. 

Chris Andersen started in place of the injured Hassan Whiteside, who was sidelined due to knee soreness, but his impact was limited. Miami managed to maintain ball control, committing only eight turnovers throughout the game. Despite playing their second game in as many nights and starting the year at 3-0, the Pacers had to face this loss without George Hill, who missed the game due to food poisoning. Monta Ellis stepped in as the starting point guard, putting up a commendable performance with 17 points (8 of 17 shooting), nine assists, and three rebounds over 41 minutes. Paul George continued to shine against Miami this season, scoring 32 points (12 of 29 FG, 5 of 13 3PT, 3 of 4 FT), along with seven rebounds, two assists, and two steals in 41 minutes. Jordan Hill provided a boost off the bench with a double-double, totaling 10 points and 12 rebounds in just 20 minutes. C.J. Miles returned to action after recovering from a shoulder injury but played only seven minutes, showing he is still not at full strength. The Pacers are set to continue their four-game road trip with their next matchup against Orlando on Wednesday, while the Heat will face off against the New York Knicks for another significant Eastern Conference clash, also on Wednesday."
14,December,2016,Wednesday,2016,FedExForum,Memphis,Tennessee,0,17800,2721,"On Wednesday at FedExForum, the Memphis Grizzlies triumphed over the Cleveland Cavaliers, securing a 93-85 victory. The Grizzlies, holding a record of 18-9, welcomed back Marc Gasol after he was rested, while the Cavaliers, with an 18-6 record, were not at full strength. Head coach Tyronn Lue opted to give his star trio—Kevin Love, LeBron James, and Kyrie Irving—a day off. Consequently, the Cavaliers struggled offensively without their key players, allowing Memphis to exploit the situation. From the outset, the Grizzlies took command of the game and maintained their lead, thanks in large part to Gasol's impressive performance, which included a double-double with 17 points and 11 rebounds. However, the standout of the evening proved to be Troy Daniels, who came off the bench to score an impressive 20 points in just 22 minutes of play. As a team, Memphis managed to shoot 43 percent from the field but excelled from beyond the arc, landing 12 of 23 attempts. In stark contrast, the Cavaliers faced a challenging night, particularly in the absence of their top offensive players. Their scoring efforts were led by bench players James Jones, who notched a team-high of 15 points, and rookie Kay Felder, who achieved a career-best 14 points. Overall, Cleveland had a rough outing, managing only 37 percent shooting from the field and 64 percent from the free throw line, along with a concerning stat of just 10 assists against 12 turnovers. Looking ahead, the Grizzlies are set to host the Kings on Friday, while the Cavaliers will have a break until their matchup with the Lakers on Saturday."
