day,month,year,dayname,season,stadium,city,state,attendance,capacity,game_id,summary
3,December,2018,Monday,2018,Smoothie King Center,New Orleans,Louisiana,13800,16900,5711,"The Minnesota Timberwolves defeated the Houston Rockets , 103 - 91 , at Target Center on Monday . Things did n't go as smoothly as the final score would suggest for the Timberwolves ( 12 - 12 ) , as after drawing even with the Rockets ( 11 - 12 ) in the first quarter , Houston dominated the second period , 38 - 24 . From there , however , it was all down hill for the visiting team . Minnesota , while leaning on their improved defense , went on a 35 - 11 over the course of the third and fourth quarters to seal the deal and earn its fifth win in the last six games . All five Timberwolves starters scored in double figures , with Karl-Anthony Towns leading the way with a team - high 24 points to go along with 11 rebounds , three assists and three steals in 33 minutes . Andrew Wiggins 16 points of his own , while Taj Gibson posted a double - double of 15 points and 11 rebounds in 27 minutes . Robert Covington scored just 13 points in 39 minutes , but her was a terror on defense , recording two steals and two blocks and forcing a couple timely jump balls in the final stretch of the game . As for the Rockets , it was a disastrous second half , as the team scored just nine points in the fourth quarter and 29 total points over the last 24 minutes . It ended up being a horrible shooting night for the team , as they shot 3 - of - 22 from three in the second half and 11 - of - 39 ( 28 percent ) from deep for the game . James Harden led the way with a game - high 29 points , four rebounds and eight assists across 37 minutes , but Houston needed more out of fellow All-Star Chris Paul . Paul had just five points in 36 minutes Monday night and did n't make his first field goal until there was just over three minutes left in the game . The only other productive Rocket was Clint Capela , who went 11 - of - 14 from the field en route to posting 24 points and eight rebonds ."
30,December,2018,Sunday,2018,Scotiabank Arena,Toronto,Ontario,19800,19800,5799,"The Toronto Raptors defeated the visiting Chicago Bulls , 95 - 89 , at Scotiabank Arena on Sunday . While there were only eight ties and nine lead changes in this game , it was tight throughout . In fact , neither club ever attained a double - digit lead , despite the fact that Toronto held the lead for the final 20 minutes of action . Offensive rebounding was huge for Toronto , as they won that battle , 17 - 7 . They also did a great job of protecting the rim , out - blocking the Bulls , 8 - 2 . Turnovers were also critical , with the Raptors forcing 18 turnovers from the Bulls , allowing them to take 12 more shots than Chicago , which happened to be Toronto 's turnover total . The Bulls ( 10 - 27 ) were led by Lauri Marrkanen , as he tallied 18 points , 10 rebounds and two steals . Wendell Carter Jr. had his first game without a foul , as he totaled 16 points and 11 boards . Kris Dunn finished with 14 points , three rebounds , eight assists and two blocks . Zach LaVine went just 3 - of - 17 from the field to amass 13 points , three rebounds and two assists before mercifully fouling out . The Raptors ( 27 - 11 ) were led by Kawhi Leonard , as he generated 27 points and nine rebounds . Pascal Siakam accumulated 20 points , 12 rebounds and four assists . Fred VanVleet got another start and finished with 10 points , five rebounds and seven assists . Serge Ibaka , Danny Green and Greg Monroe had two blocks apiece . On deck for Toronto is a home matchup versus the Utah Jazz on Tuesday . As for Chicago , they return to action on Wednesday when they play host to the Orlando Magic ."
7,January,2018,Sunday,2017,Staples Center,Los Angeles,California,19000,19000,4244,"The Los Angeles Lakers defeated the Atlanta Hawks , 132 - 113 , at Staples Center on Sunday to end a nine - game losing streak . The Lakers ( 12 - 27 ) put the game away with a strong second quarter . Early in the second , LA 's offense got red - hot , allowing the team to go on a whopping 23 - 3 run . Eight points on the run came from rookie point guard Lonzo Ball , who also assisted on multiple baskets during the hot stretch . He finished the game with 13 points on 5 - of - 13 shooting and six assists . Rookie forward Kyle Kuzma also broke a longstanding cold streak to contribute heavily to the team 's second quarter run . He had multiple baskets in the second quarter and shot 6 - of - 12 on the night to score 14 points off the bench . Sophomore forward Brandon Ingram led the team overall with 20 points . Atlanta ( 10 - 29 ) now has the league 's worst record by a two - game margin , despite entering Sunday 's game having gone 3 - 3 in its last six . On Sunday , point guard Dennis Schroder was able to have a strong game despite his team 's lack of success . Schroder scored 27 points and had five assists on the night . The team seemed to struggle without him on the floor creating offense . Backup point guard Malcolm Delaney posted a team - worst plus - minus of - 24 . As a whole , the Hawks shot an inefficient 44 percent on the night . The Hawks will stay in Los Angeles to play the Clippers on Monday . The Lakers , meanwhile , will host the Sacramento Kings on Tuesday ."
26,October,2018,Friday,2018,Target Center,Minneapolis,Minnesota,16300,19000,5989,"The Milwaukee Bucks defeated the host Minnesota Timberwolves , 125 - 95 , at Target Center on Friday evening . Although the game started slowly , the Bucks led 70 , with 7:30 left in the first and went on to take a 27 - 16 lead into the second quarter . They stayed in control as they pushed their lead to 14 , just three minutes into the quarter . The Timberwolves had no answer , as Milwaukee continued to dominate and extended the lead to 63 - 38 by halftime . The second half was no different , with the Bucks once again expanding their lead , to take a 30 - point advantage into the final frame , where they cruised to their fifth straight win , to remain undefeated on the season . On the other hand , the Timberwolves suffered a second straight loss and their fourth of the season already . Khris Middleton and Ersan Ilyasova tallied 16 points each to help lead the Bucks in victory . Giannis Antetokounmpo was relatively quiet , but still filled the box score with 15 points , 12 rebounds , six assists and two blocks , in 23 minutes of action . John Henson was solid in 18 minutes off the bench , with nine points , 12 rebounds , one assist and one block . The Bucks shot 53 percent from the field , including 19 - of - 46 from deep . Meanwhile , the Timberwolves were without Andrew Wiggins ( quad ) in this contest , and unfortunately for Minnesota , none of the other star players were able to step it up . Karl-Anthony Towns had a decent showing , with 16 points , seven rebounds , two blocks , one assist and one steal , in 26 minutes . Jimmy Butler was largely ineffective , with four points on 2 - of - 11 shooting , in 24 minutes . The Timberwolves shot 32 percent from the field , including 10 - of - 43 from long range . The Timberwolves ( 2 - 4 ) will look to bounce back as they play host to the Lakers on Monday . The Bucks ( 50 ) play host to the Magic on Saturday ."
9,December,2018,Sunday,2018,Little Caesars Arena,Detroit,Michigan,14700,20300,5755,"The New Orleans Pelicans defeated the Detroit Pistons , 116 - 108 , at Little Caesars Arena on Sunday afternoon . The Pelicans ( 14 - 14 ) came out of the gates hot , outscoring the Pistons ( 13 - 11 ) by a 28 - 20 margin in the first 12 minutes . Detroit would pick up the pace offensively the rest of the way , but New Orleans remained one step ahead , even while losing Anthony Davis for a time during the contest due to a hip injury . The dynamic duo of Jrue Holiday and Julius Randle picked up the slack by combining for 65 points , and the Pels finished with a stellar 53 percent success rate from the field overall . Holiday paced the Pelicans with 37 points , a total he complemented with five rebounds , five assists and three steals . Randle supplied 28 points , six rebounds , five assists and two blocks . Tim Frazier managed 14 points , eight assists , three rebounds and two steals . Nikola Mirotic led the bench with 12 points and added seven rebounds and two blocks . Blake Griffin led the Pistons with 35 points and supplemented them with five rebounds , two assists , one steal and one block . Langston Galloway led the second unit with 24 points . Andre Drummond generated a 23 - point , 19 - rebound double - double that also included one assist , one steal and one block . No other Detroit player hit double digits in the scoring column , and Reggie Jackson notably mustered just two points , seven assists and two steals over 26 minutes . The Pelicans next pay a visit to the Boston Celtics on Monday night , while the Pistons also hit the road and tangle with the Philadelphia 76ers on Monday evening as well ."
10,December,2018,Monday,2018,American Airlines Center,Dallas,Texas,19300,19200,5549,"The Dallas Mavericks defeated the visiting Orlando Magic , 101 - 76 , at American Airlines Center on Monday . Dallas won this game in wire - to - wire fashion , as it was n't close in the second half . In fact , the Mavericks won all four individual quarters , as they led by at least 15 points for the entirety of the fourth quarter . Dallas ' defense was the difference , as they held Orlando to 36 percent from the field and 29 percent from three - point range . Getting to the free - throw line was huge as well , with the Mavericks connecting on 21 - of - 25 while the Magic hit just 4 - of - 5 . Ball movement was also critical , with Dallas out - assisting Orlando , 28 - 18 . The Mavericks did a ton of damage down low too , outscoring the Magic in the paint , 44 - 30 . The Magic ( 12 - 15 ) had just two players reach double figures in scoring , as Jonathon Simmons led the team with 18 points and three rebounds . Aaron Gordon totaled 10 points , three rebounds and two assists . Nikola Vucevic finished with eight points , 16 rebounds , four assists and two steals . The Mavericks ( 14 - 11 ) were led by Harrison Barnes , as he accrued 19 points and five boards . Jalen Brunson started once again and provided 17 points , three rebounds and four assists . Wesley Matthews totaled 10 points , three rebounds and two assists . Luka Doncic fell just shy of a triple - double , as he accumulated seven points , 11 rebounds and nine assists . On deck for Dallas is a home matchup versus the Atlanta Hawks on Wednesday . As for Orlando , they play host to the Chicago Bulls on Thursday for their next fixture ."
30,December,2018,Sunday,2018,Staples Center,Los Angeles,California,19000,19000,5472,"The Los Angeles Lakers took down the Sacramento Kings , 121 - 114 , at Staples Center on Sunday evening . Sunday was the third straight game in which the Lakers ( 21 - 16 ) were without superstar forward LeBron James , who is recovering from a groin injury . LA had dropped its first two games without James , but strong play from its young stars helped the team earn a win on Sunday . Though the Kings ( 19 - 17 ) led for much of the fourth quarter , strong late - game play from LA 's Brandon Ingram helped to turn the tides . With under four minutes remaining , Ingram personally went on a 70 run , knocking down a three - pointer that gave the Lakers the lead . After a few late misses from Sacramento 's De'Aaron Fox , LA was able to clinch the win on a pair of free - throws from Kentavious Caldwell-Pope . Caldwell-Pope was LA 's leading scorer , providing 26 points off the bench . Ingram added another 21 points in total and also dished out nine assists . Sophomore guard Josh Hart also delivered a gem , scoring 22 points and grabbing seven rebounds . Sacramento , meanwhile , saw another strong all - around night from De'Aaron Fox . Though Fox missed a pair of crucial late - game shots , he still shot 12 - of - 19 on the night and scored 26 points . Fox continued to excel as a facilitator , dishing out three assists . Buddy Hield and Bogdan Bogdanovic each scored another 21 points . Sacramento will host the Portland Trail Blazers on Tuesday , while LA will see the Oklahoma City Thunder on Wednesday ."
14,November,2018,Wednesday,2018,Fiserv Forum,Milwaukee,Wisconsin,16800,17500,4968,"The Memphis Grizzlies defeated the host Milwaukee Bucks , 116 - 113 , at Fiserv Forum on Wednesday . This game was full of monster swings in the second half , as Memphis made the run that mattered most . In fact , Milwaukee went on a 27 - 4 run when they trailed by 15 points in the third quarter to take an eight - point lead early in the fourth . Memphis then responded with a 23 - 7 run to take an eight - point lead with two minutes remaining . The Bucks then ended the game on a 12 - 7 run but that simply was n't enough to make up their deficit . Those small spurts by Milwaukee was the only time Memphis was n't in control , as they led for 40 minutes of this game . Three-point shooting was huge for the Grizzlies , as they went 14 - of - 36 from long range while the Bucks hit just 9 - of - 35 . Taking care of the ball was also critical , with Memphis recording two more assists than Milwaukee while committing four fewer turnovers . The Grizzlies ( 8 - 5 ) were led by Marc Gasol , as he tallied 29 points , five rebounds and two assists . Mike Conley accrued 26 points , two rebounds , four assists and two steals . Kyle Anderson collected six points , eight rebounds and five assists . Shelvin Mack led the bench with 15 points , six rebounds and five assists . The Bucks ( 10 - 4 ) got another gen out of Giannis Antetokounmpo , as he accumulated 31 points , nine rebounds , four assists and two blocks on 10 - of - 14 from the field . Khris Middleton finished with 25 points , five rebounds and three assists . Eric Bledsoe totaled 15 points , six rebounds , seven assists and two steals . Pat Connaughton led the bench with 16 points , six rebounds , two assists and two steals . Both teams play home games on Friday for their next outings , with Milwaukee welcoming the Chicago Bulls and Memphis playing the Sacramento Kings ."
17,March,2018,Saturday,2017,FedExForum,Memphis,Tennessee,16500,17800,3973,"The Memphis Grizzlies defeated the visiting Denver Nuggets , 101 - 94 , at FedEx Forum on Saturday evening . The Grizzlies got out to a great start at home , as they outscored the Nuggets 34 - 17 in the first quarter . The Nuggets answered back in the second , as they used a 16 - 3 run in the last 2:30 of the half to cut the deficit to just five , as they trailed 53 - 48 by halftime . Both teams came out strong in the third quarter , but the Grizzlies were able to stay ahead and held a double digit lead for part of the quarter , before setting on an 84 - 75 lead entering the final frame . The Nuggets made a push to start the fourth quarter , quickly tying it up at 86 . It remained tight the rest of the way , with the Grizzlies holding just a two - point advantage with 2:20 left in the game . The Grizzlies were able to execute down the stretch and hang on to snap a 19 - game losing streak . Dillon Brooks led Memphis , with 24 points on 8 - of - 17 shooting , five rebounds , one assist and one block , in 39 minutes . Tyreke Evans followed up with 20 points , seven assists , two steals and one block , in 37 minutes . Wayne Seldon added 18 points on 6 - of - 7 shooting , in 21 minutes off the bench . The Grizzlies shot 41 percent from the field , including 13 - of - 32 from long range . Meanwhile , six players scored in double digits for the Nuggets , including Nikola Jokic who tallied 17 points , 12 rebounds , four steals , two blocks and two assists . Jamal Murray finished with 16 points , three rebounds , three assists and two steals , while Paul Millsap and Trey Lyles added 12 points each . The Nuggets shot 36 percent from the field , including 9 - of - 33 from long range . The Nuggets ( 38 - 32 ) will look to bounce back as they take on the Heat in Miami on Monday . The Grizzlies ( 19 - 50 ) take on the Nets in Brooklyn on Monday ."
23,November,2018,Friday,2018,Oracle Arena,Oakland,California,19600,19600,6079,"The Golden State Warriors defeated the visiting Portland Trail Blazers , 125 - 97 , at Oracle Arena on Friday evening . The Trail Blazers got out to a good start on the road , as they held the advantage for most of the first quarter , before taking a 27 - 24 lead into the second . However , the Warriors turned on the jets in the second , as they outscored the Blazers 35 - 17 in the quarter , to take a 59 - 44 lead into the half . The Warriors picked up where they left off in the third , as they pushed their lead to 21 midway through the quarter , and held on to take a 19 - point , 92 - 73 , lead into the fourth . The Trail Blazers came out fighting in the fourth , but could not get the deficit below double digits , as the Warriors cruised to a much - needed win , ending a four - game slide . Kevin Durant led the Warriors with 32 points , eight rebounds , seven assists , three blocks and two steals , in 37 minutes . Klay Thompson followed up with 31 points , eight rebounds , two steals , one assist and one block , while Quinn Cook chipped in 19 points , five rebounds and two assists . The Warriors shot 56 percent from the field , including 17 - of - 32 from long range . Meanwhile , Damian Lillard led the Trail Blazers with 23 points , eight assists , two rebounds , two steals and one block , in 34 minutes . Jusuf Nurkic followed up with 22 points , eight rebounds , one assist and one steal , while C.J . McCollum tallied 19 points , five assists , one rebound and one steal . The Trail Blazers shot 41 percent from the field , including 9 - of - 24 from long range . The Trail Blazers ( 12 - 7 ) will look to bounce back as they play host to the Clippers on Sunday . The Warriors ( 13 - 7 ) will look to keep up the momentum as they play host to the Kings on Saturday ."
